tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,ol_year,ol_t,ol_title,ol_authors,wd_status,resolution_status,chosen_t,canonical_year_candidate,year_action,resolution_reason,wd_error
P2_EXTERNAL_MATCH_FRIENDLY,Rubyfruit Jungle.md,WL-WORK-0941,Rubyfruit Jungle,,丽塔·梅·布朗,Rita Mae Brown,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,1973,T5,Rubyfruit Jungle,Rita Mae Brown,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Russian Folk Belief.md,WL-WORK-1369,Russian Folk Belief,,琳达·伊万尼茨,Linda Ivanits,,,batch3_source_refs,WL-TOPIC-G1-MYTH,1989,T6,Russian folk belief,Linda J. Ivanits,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Safarnama ／ 旅行记.md,WL-WORK-1370,Safarnama / 旅行记,Safarnama,纳赛尔·霍斯陆,Nasir Khusraw,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,1950,T5,Safar-nāma,Nāṣir-i Khusraw,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Santos Vega o los mellizos de la Flor.md,WL-WORK-2337,Santos Vega o los mellizos de la Flor,,阿斯卡苏比,Ascasubi,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,,,"Santos Vega, o, Los mellizos de la flor",Hilario Ascasubi,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Santos Vega.md,WL-WORK-2336,Santos Vega,,拉斐尔·奥夫利加多,Obligado,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,,,Santos Vega,Rafael Obligado,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sarajevo Blues.md,WL-WORK-1979,Sarajevo Blues,,塞梅兹丁·梅赫梅迪诺维奇,Semezdin Mehmedinović,,,batch5_source_refs,WL-TOPIC-Q6-WAR,1992,T6,Sarajevo blues,Semezdin Mehmedinović,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sarajevo Marlboro.md,WL-WORK-1980,Sarajevo Marlboro,,米连科·耶尔戈维奇,Miljenko Jergović,,,batch5_source_refs,WL-TOPIC-Q6-WAR,2018,T6,Sarajevo Marlboro,Miljenko Jergovic,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Scary Stories to Tell in the Dark.md,WL-WORK-0517,Scary Stories to Tell in the Dark,,阿尔文·施瓦茨,Alvin Schwartz,,,batch1_source_refs,WL-TOPIC-G45-HORROR,1981,T6,Scary stories to tell in the dark,Alvin Schwartz,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Segu.md,WL-WORK-0942,Segu,,玛丽斯·孔戴,Maryse Condé,,,batch2_source_refs,WL-TOPIC-G43-FAMILY,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Seth Jones.md,WL-WORK-2338,Seth Jones,,爱德华·S.埃利斯,Edward S. Ellis,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,,,Seth Jones,Edward Sylvester Ellis,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Shadowland.md,WL-WORK-0518,Shadowland,,彼得·斯特劳布,Peter Straub,,,batch1_source_refs,WL-TOPIC-G45-HORROR,1980,T6,Shadowland,Peter Straub,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sherwood.md,WL-WORK-2339,Sherwood,,帕克·戈德温,Parke Godwin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,1991,T6,Sherwood,Parke Godwin,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Simon Dale.md,WL-WORK-2340,Simon Dale,,安东尼·霍普,Anthony Hope,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,1897,T4,Simon Dale,Anthony Hope,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sinophagia／ A Celebration of Chinese Horror.md,WL-WORK-0519,Sinophagia: A Celebration of Chinese Horror,,倪雪婷,Xueting C. Ni,,,batch1_source_refs,WL-TOPIC-G45-HORROR,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sir Launfal.md,WL-WORK-2341,Sir Launfal,,托马斯·切斯特,Thomas Chestre,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,1960,T5,sir launfal,thomas chestre,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Slave to Sensation.md,WL-WORK-1982,Slave to Sensation,,纳莉妮·辛格,Nalini Singh,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,2006,T6,Slave to Sensation,Nalini Singh,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Slogum House.md,WL-WORK-2343,Slogum House,,玛丽·桑多兹,Mari Sandoz,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1937,T4,Slogum House,Mari Sandoz,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Smoky the Cowhorse.md,WL-WORK-2344,Smoky the Cowhorse,,威尔·詹姆斯,Will James,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,,,Smoky The Cowhorse,"James, Will,",ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,So Far from God.md,WL-WORK-2345,So Far from God,,安娜·卡斯蒂略,Ana Castillo,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1993,T6,So Far from God,Ana Castillo,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Song for the Unraveling of the World.md,WL-WORK-0520,Song for the Unraveling of the World,,布赖恩·埃文森,Brian Evenson,,,batch1_source_refs,WL-TOPIC-G45-HORROR,2019,T6,Song for the Unraveling of the World,Brian Evenson,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sozaboy.md,WL-WORK-1983,Sozaboy,,肯·萨罗-维瓦,Saro-Wiwa,,,batch5_source_refs,WL-TOPIC-Q6-WAR,,,Sozaboy,Ken Saro-Wiwa,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Spring and All.md,WL-WORK-1538,Spring and All,,威廉·卡洛斯·威廉斯,William Carlos Williams,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,1923,T4,Spring and all,William Carlos Williams,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Starve Acre.md,WL-WORK-0521,Starve Acre,,安德鲁·迈克尔·赫尔利,Andrew Michael Hurley,,,batch1_source_refs,WL-TOPIC-G45-HORROR,2019,T6,Starve Acre,Andrew Michael Hurley,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sun and Saddle Leather.md,WL-WORK-2348,Sun and Saddle Leather,,查尔斯·巴杰·克拉克,Charles Badger Clark,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1915,T4,Sun and Saddle Leather,Charles Badger Clark,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sundown.md,WL-WORK-2349,Sundown,,约翰·约瑟夫·马修斯,John Joseph Mathews,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1934,T4,Sundown,John Joseph Mathews,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sword at Sunset.md,WL-WORK-2350,Sword at Sunset,,罗斯玛丽·萨克利夫,Rosemary Sutcliff,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,1963,T5,Sword at Sunset,Rosemary Sutcliff,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sóngoro cosongo.md,WL-WORK-1539,Sóngoro cosongo,,尼古拉斯·纪廉,Nicolás Guillén,,,batch4_source_refs,WL-TOPIC-R6-LATAM,1943,T4,Sóngoro cosongo,Nicolás Guillén,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Tales of Soldiers and Civilians.md,WL-WORK-1984,Tales of Soldiers and Civilians,,安布罗斯·比尔斯,Ambrose Bierce,,,batch5_source_refs,WL-TOPIC-Q6-WAR,2012,T6,Tales of Soldiers and Civilians,Ambrose Bierce,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Tarr.md,WL-WORK-1540,Tarr,,温德姆·刘易斯,Wyndham Lewis,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,1918,T4,Tarr,Wyndham Lewis,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Teatro Grottesco.md,WL-WORK-0522,Teatro Grottesco,,托马斯·利戈蒂,Ligotti,,,batch1_source_refs,WL-TOPIC-G45-HORROR,,,Teatro Grottesco,Thomas Ligotti,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Tell Me I'm Worthless.md,WL-WORK-0523,Tell Me I'm Worthless,,艾莉森·拉姆菲特,Alison Rumfitt,,,batch1_source_refs,WL-TOPIC-G45-HORROR,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Testament of Youth.md,WL-WORK-1985,Testament of Youth,,薇拉·布里顿,Vera Brittain,,,batch5_source_refs,WL-TOPIC-Q6-WAR,1933,T4,Testament of youth,Vera Brittain,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Thaddeus of Warsaw.md,WL-WORK-0945,Thaddeus of Warsaw,,简·波特,Jane Porter,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,1800,T3,Thaddeus of Warsaw,Jane Porter,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Absolutely True Diary of a Part-Time Indian.md,WL-WORK-0946,The Absolutely True Diary of a Part-Time Indian,,谢尔曼·阿莱克西,Sherman Alexie,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,2007,T6,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Adventures of Col. Daniel Boone.md,WL-WORK-2355,The Adventures of Col. Daniel Boone,,约翰·菲尔森,John Filson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,,,Kentucke and the adventures of Col. Daniel Boone,John Filson,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Adventures of Robin Hood.md,WL-WORK-2357,The Adventures of Robin Hood,,罗杰·兰塞林·格林,Roger Lancelyn Green,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,1956,T5,The Adventures of Robin Hood,Roger Lancelyn Green,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Amateur Gentleman.md,WL-WORK-2359,The Amateur Gentleman,,杰弗里·法诺尔,Jeffery Farnol,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,1900,T4,The amateur gentleman,Jeffery Farnol,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Assassination of Jesse James by the Coward Robert Ford.md,WL-WORK-2360,The Assassination of Jesse James by the Coward Robert Ford,,罗恩·汉森,Ron Hansen,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,1983,T6,The Assassination of Jesse James by the Coward Robert Ford,Ron Hansen,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Assassination of Jesse James.md,WL-WORK-2361,The Assassination of Jesse James...,,罗恩·汉森,Ron Hansen,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,,,The Assassination of Jesse James by the Coward Robert Ford,Ron Hansen,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Ballad of Black Tom.md,WL-WORK-0524,The Ballad of Black Tom,,维克多·拉瓦勒,Victor LaValle,,,batch1_source_refs,WL-TOPIC-G45-HORROR,2016,T6,The Ballad of Black Tom,Victor D. LaValle;Gökçe Çiçek,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Blessing Way.md,WL-WORK-2363,The Blessing Way,,托尼·希勒曼,Tony Hillerman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1970,T5,The Blessing Way,Tony Hillerman,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Book of Deeds of Arms and of Chivalry.md,WL-WORK-2364,The Book of Deeds of Arms and of Chivalry,,克里斯蒂娜·德·皮桑,Christine de Pizan,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,1999,T6,The book of deeds of arms and of chivalry,Christine de Pisan,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Book of Not.md,WL-WORK-0947,The Book of Not,,齐齐·丹加雷姆加,Tsitsi Dangarembga,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,2006,T6,The Book of Not,Tsitsi Dangarembga,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Book of the Order of Chivalry.md,WL-WORK-2366,The Book of the Order of Chivalry,,拉蒙·柳利,Ramon Llull,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,1991,T6,The book of the order of chivalry,Ramon Llull,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Boy Hunters.md,WL-WORK-0525,The Boy Hunters,,梅恩·里德,Mayne Reid,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,1880,T3,The boy hunters,Mayne Reid,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Brave Cowboy.md,WL-WORK-2367,The Brave Cowboy,,爱德华·艾比,Abbey,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,,,The Brave Cowboy,Edward Abbey,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Bride.md,WL-WORK-1986,The Bride,,朱莉·加伍德,Julie Garwood,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,1989,T6,The Bride,Julie Garwood,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Buccaneers of America.md,WL-WORK-2368,The Buccaneers of America,,亚历山大·埃斯克梅林,Alexandre Exquemelin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,,,The History of the Buccaneers of America,Alexandre Olivier Exquemelin;Basil Ringrose;Ravenau De Lussan,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Case Against Satan.md,WL-WORK-0526,The Case Against Satan,,雷·拉塞尔,Ray Russell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,1962,T5,The case against Satan,Ray Russell,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Ceremonies.md,WL-WORK-0527,The Ceremonies,,T.E.D.克莱因,T.E.D. Klein,,,batch1_source_refs,WL-TOPIC-G45-HORROR,1984,T6,The ceremonies,T. E. D. Klein,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Cipher.md,WL-WORK-0528,The Cipher,,凯丝·科娅,Kathe Koja,,,batch1_source_refs,WL-TOPIC-G45-HORROR,1991,T6,The Cipher,Kathe Koja,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The City Inside.md,WL-WORK-0948,The City Inside,,萨米特·巴苏,Samit Basu,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Cold Dish.md,WL-WORK-2370,The Cold Dish,,克雷格·约翰逊,Craig Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,2006,T6,The Cold Dish,Craig Johnson,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Conjure-Man Dies.md,WL-WORK-1542,The Conjure-Man Dies,,鲁道夫·费希尔,Rudolph Fisher,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,,,"The conjure-man dies, a mystery tale of dark Harlem",Rudolph Fisher,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Conquest.md,WL-WORK-2372,The Conquest,,奥斯卡·米肖,Oscar Micheaux,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1913,T4,The Conquest,Oscar Micheaux;Jayna J. Brown,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Coral Island.md,WL-WORK-0529,The Coral Island,,R.M.巴兰坦,Ballantyne,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,1966,T5,the coral island,r.m. ballantyne,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Corsair.md,WL-WORK-2373,The Corsair,,拜伦,Byron,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,,,The corsair,Lord Byron,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Day the Cowboys Quit.md,WL-WORK-2375,The Day the Cowboys Quit,,埃尔默·凯尔顿,Elmer Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1971,T5,The day the cowboys quit,Elmer Kelton,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Desert and the Sown.md,WL-WORK-1371,The Desert and the Sown,,格特鲁德·贝尔,Gertrude Bell,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,2001,T6,The Desert and the Sown,Gertrude Bell,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Doll Who Ate His Mother.md,WL-WORK-0531,The Doll Who Ate His Mother,,拉姆齐·坎贝尔,Ramsey Campbell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,1976,T5,The Doll Who Ate His Mother,Ramsey Campbell,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Dreaming & Other Essays.md,WL-WORK-1372,The Dreaming & Other Essays,,W.E.H.斯坦纳,W.E.H. Stanner,,,batch3_source_refs,WL-TOPIC-G1-MYTH,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Elusive Pimpernel.md,WL-WORK-2378,The Elusive Pimpernel,,奥希兹男爵夫人,Baroness Orczy,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,,,The Elusive Pimpernel (Scarlet Pimpernel),Emma Orczy,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Fisherman.md,WL-WORK-0532,The Fisherman,,约翰·兰根,John Langan,,,batch1_source_refs,WL-TOPIC-G45-HORROR,2016,T6,The Fisherman,John Langan,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Flatshare.md,WL-WORK-1987,The Flatshare,,贝丝·奥利里,Beth O'Leary,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,2019,T6,The Flatshare,Beth O'Leary,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Forging of a Rebel.md,WL-WORK-1988,The Forging of a Rebel,,阿图罗·巴雷亚,Arturo Barea,,,batch5_source_refs,WL-TOPIC-Q6-WAR,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Gaucho Genre.md,WL-WORK-2379,The Gaucho Genre,,约瑟菲娜·卢德梅尔,Josefina Ludmer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,2002,T6,The gaucho genre,Josefina Ludmer,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Gilda Stories.md,WL-WORK-0533,The Gilda Stories,Gilda Stories,朱厄尔·戈麦斯,Jewelle Gomez,,,batch1_source_refs,WL-TOPIC-G45-HORROR,1991,T6,The Gilda Stories,Jewelle Gomez,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Good Old Boys.md,WL-WORK-2380,The Good Old Boys,,埃尔默·凯尔顿,Elmer Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1978,T5,The good old boys,Elmer Kelton,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Great Railway Bazaar.md,WL-WORK-1373,The Great Railway Bazaar,,保罗·索鲁,Paul Theroux,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,1975,T5,The Great Railway Bazaar,Paul Theroux,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Hanging Tree.md,WL-WORK-2381,The Hanging Tree,,多萝西·M.约翰逊,Dorothy M. Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1957,T5,The hanging tree,Dorothy M. Johnson,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Headless Horseman.md,WL-WORK-0535,The Headless Horseman,,梅恩·里德,Mayne Reid,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,1800,T3,The headless horseman,Mayne Reid,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Homesteader.md,WL-WORK-2383,The Homesteader,,奥斯卡·米肖,Oscar Micheaux,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1917,T4,The homesteader,Oscar Micheaux,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
